event_pair_key,system_id,split,event_type,event_family,family_aczz,is_near_dopant,is_far_from_dopant,is_escaping,is_non_escaping,vac_site_144,neighbor_site_144,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,endpoint_is_disagree,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,foundation_neb_present,finetuned_neb_present,foundation_neb_status,finetuned_neb_status,foundation_usable_complete,finetuned_usable_complete,both_models_usable_complete,foundation_status_is_usable,finetuned_status_is_usable,both_models_status_usable,both_models_log_neb_parseable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,forward_barrier_delta_ft_minus_foundation_eV,reverse_barrier_delta_ft_minus_foundation_eV,abs_forward_barrier_delta_eV,abs_reverse_barrier_delta_eV,strict_forward_barrier_delta_ft_minus_foundation_eV,strict_reverse_barrier_delta_ft_minus_foundation_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_final_step,finetuned_final_step,foundation_final_max_replica_force_eVA,finetuned_final_max_replica_force_eVA,foundation_notes,finetuned_notes
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__70__106,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,70,106,70,106,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__76__40,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,76,40,76,40,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__76__46,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,76,46,76,46,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__76__111,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,76,111,76,111,ambiguous,different_basin,ambiguous -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__113__5,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,113,5,113,5,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__113__11,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,113,11,113,11,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__113__72,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,113,72,113,72,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.10055596,0.088039403,0.36789933,0.31848497,-0.012516556999999998,-0.049414360000000046,0.012516556999999998,0.049414360000000046,-0.012516556999999998,-0.049414360000000046,0.012516556999999998,0.049414360000000046,interior_saddle,interior_saddle,147,166,0.018574992,0.019871621,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__132__24,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,132,24,132,24,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__132__30,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,132,30,132,30,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__132__97,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,132,97,132,97,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.038021007,0.045479366,0.11559708,0.60520036,0.007458358999999998,0.48960328,0.007458358999999998,0.48960328,0.007458358999999998,0.48960328,0.007458358999999998,0.48960328,interior_saddle,interior_saddle,76,603,0.019793203,0.018715448,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__133__25,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,133,25,133,25,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.22634158,0.038794259,1.2383768,0.0,-0.187547321,-1.2383768,0.187547321,1.2383768,,,,,interior_saddle,final_endpoint_highest,3243,3036,0.14072611,0.019797813,final_force_above_ftol,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__133__31,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,133,31,133,31,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__133__98,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,test,AC_hop,far_AC,AC,False,True,False,True,133,98,133,98,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__53__17,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,53,17,53,17,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0,0.0,0.96539929,0.013289358,0.0,-0.952109932,0.0,0.952109932,0.0,-0.952109932,0.0,0.952109932,initial_endpoint_highest,initial_endpoint_highest,1494,1758,0.01976612,0.019817257,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__53__83,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,53,83,53,83,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__53__89,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,53,89,53,89,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__56__20,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,56,20,56,20,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.84679049,0.028345383,0.010177582,0.022514676,-0.818445107,0.012337094000000002,0.818445107,0.012337094000000002,-0.818445107,0.012337094000000002,0.818445107,0.012337094000000002,interior_saddle,interior_saddle,2142,754,0.019994923,0.019984586,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__56__86,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,56,86,56,86,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__56__92,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,56,92,56,92,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__60__24,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,60,24,60,24,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__60__96,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,60,96,60,96,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__65__29,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,65,29,65,29,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0,0.68006227,0.7875378,0.091027905,0.68006227,-0.6965098949999999,0.68006227,0.6965098949999999,0.68006227,-0.6965098949999999,0.68006227,0.6965098949999999,initial_endpoint_highest,interior_saddle,364,2821,0.019593929,0.019969007,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__65__95,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,65,95,65,95,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__65__101,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,65,101,65,101,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__82__46,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,82,46,82,46,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__82__52,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,82,52,82,52,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,-0.081479545,0.16459667,0.0037905282,0.16368774,0.246076215,0.1598972118,0.246076215,0.1598972118,0.246076215,0.1598972118,0.246076215,0.1598972118,initial_endpoint_highest,interior_saddle,4962,185,0.019843897,0.019328921,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__82__117,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,82,117,82,117,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.37852868,0.36490462,0.0,0.27563016,-0.013624059999999993,0.27563016,0.013624059999999993,0.27563016,-0.013624059999999993,0.27563016,0.013624059999999993,0.27563016,final_endpoint_highest,interior_saddle,192,515,0.018839123,0.019093311,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__90__131,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,90,131,90,131,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__97__61,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,97,61,97,61,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__97__67,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,97,67,97,67,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__97__132,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,AC_hop,far_AC,AC,False,True,False,True,97,132,97,132,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.60196438,0.0,0.68374963,0.75370707,-0.60196438,0.06995744000000004,0.60196438,0.06995744000000004,-0.60196438,0.06995744000000004,0.60196438,0.06995744000000004,interior_saddle,initial_endpoint_highest,460,2284,0.017497794,0.019836478,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__120__12,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,trap_escape,escape,non_ACZZ,True,False,True,False,120,12,120,12,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__120__85,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,test,trap_escape,escape,non_ACZZ,True,False,True,False,120,85,120,85,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__4__40,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,4,40,4,40,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__4__112,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,4,112,4,112,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__4__142,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,4,142,4,142,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.82665193,0.477421,0.0,0.0,-0.34923093000000005,0.0,0.34923093000000005,0.0,,,,,final_endpoint_highest,final_endpoint_highest,2233,6000,0.019893343,0.060026758,,final_force_above_ftol
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__34__70,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,34,70,34,70,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__34__136,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,34,136,34,136,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__34__142,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,34,142,34,142,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__37__1,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,37,1,37,1,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.2035808,0.0,0.1776741,1.902228,-0.2035808,1.7245539,0.2035808,1.7245539,,,,,interior_saddle,initial_endpoint_highest,3388,1597,0.24009041,0.019321558,final_force_above_ftol,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__37__73,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,37,73,37,73,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__37__103,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,37,103,37,103,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.06215631,0.0,0.25979124,0.55802031,-0.06215631,0.29822907,0.06215631,0.29822907,-0.06215631,0.29822907,0.06215631,0.29822907,interior_saddle,initial_endpoint_highest,368,587,0.011604243,0.018378214,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__61__25,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,61,25,61,25,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,1.2045852,0.88399753,0.29687609,0.080933243,-0.3205876699999999,-0.215942847,0.3205876699999999,0.215942847,-0.3205876699999999,-0.215942847,0.3205876699999999,0.215942847,interior_saddle,interior_saddle,267,235,0.019653933,0.019951063,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__61__97,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,61,97,61,97,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__64__28,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,64,28,64,28,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.056494802,0.016990868,0.0,0.4577032,-0.039503934,0.4577032,0.039503934,0.4577032,,,,,final_endpoint_highest,interior_saddle,986,3460,0.019220117,0.022425741,,final_force_above_ftol
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__64__94,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,64,94,64,94,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.097589717,113.78463,0.099377393,114.31978,113.687040283,114.220402607,113.687040283,114.220402607,,,,,interior_saddle,interior_saddle,730,617,0.019964595,667.94547,,final_force_above_ftol; barrier_extremely_large; segfault
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__64__100,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,64,100,64,100,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__90__54,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,90,54,90,54,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__90__60,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,90,60,90,60,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__90__131,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,AC_hop,far_AC,AC,False,True,False,True,90,131,90,131,ambiguous,different_basin,ambiguous -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__91__55,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,91,55,91,55,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
